timestamp,position,velocity,acceleration,angular_rate,motor_controls
2024-11-26T17:32:09.175873,"[3.8930251598358154, 4.889910697937012, -4.9427409172058105]","[-1.4366028308868408, -1.4930530786514282, 1.6348223686218262]","[-2.1147587299346924, -1.9788818359375, 0.18128013610839844]","[0.07571515, -0.40988675, -0.20432706]","[0.8060181736946106, 0.7853010296821594, 0.7836910486221313, 0.7646653652191162]"
2024-11-26T17:32:09.275839,"[3.7650907039642334, 4.759641647338867, -4.796099662780762]","[-1.6207342147827148, -1.660267949104309, 1.6526614427566528]","[-1.6971838474273682, -1.5549734830856323, 0.25347036123275757]","[0.10367854, -0.45569268, -0.14254123]","[0.7960015535354614, 0.7767509818077087, 0.7791939377784729, 0.7641955614089966]"
2024-11-26T17:32:09.375822,"[3.6307504177093506, 4.623335838317871, -4.663797378540039]","[-1.7560855150222778, -1.7813339233398438, 1.6688892841339111]","[-1.3360321521759033, -1.181637167930603, 0.26497751474380493]","[0.11301883, -0.47624183, -0.100195326]","[0.7964653968811035, 0.7671339511871338, 0.7834978699684143, 0.7599098086357117]"
2024-11-26T17:32:09.475852,"[3.49292254447937, 4.483157157897949, -4.542389392852783]","[-1.8507312536239624, -1.8639583587646484, 1.6806954145431519]","[-0.9876676797866821, -0.8583311438560486, 0.22350609302520752]","[0.11008936, -0.4301692, -0.071166754]","[0.7934141159057617, 0.7654529213905334, 0.7823476195335388, 0.7625002861022949]"
2024-11-26T17:32:09.576001,"[3.3260183334350586, 4.314631462097168, -4.394285202026367]","[-1.920128345489502, -1.9232314825057983, 1.695502519607544]","[-0.689297616481781, -0.5319505333900452, -0.03359873220324516]","[0.10210078, -0.40806487, -0.050927]","[0.8177809715270996, 0.7951337099075317, 0.8117722272872925, 0.7932870388031006]"
2024-11-26T17:32:09.675914,"[3.1438467502593994, 4.13154935836792, -4.236448287963867]","[-1.968528151512146, -1.9617282152175903, 1.6423691511154175]","[-0.3991331160068512, -0.2577109634876251, -0.9151221513748169]","[0.11834522, -0.42990303, -0.037077818]","[0.8505359292030334, 0.8241738677024841, 0.84378582239151, 0.8258914351463318]"
2024-11-26T17:32:09.775854,"[2.9746158123016357, 3.962916135787964, -4.119018077850342]","[-1.9865158796310425, -1.9719754457473755, 1.5291060209274292]","[-0.07807077467441559, -0.017389735206961632, -1.3391941785812378]","[0.11781223, -0.43603092, -0.02962148]","[0.8599764108657837, 0.8292739391326904, 0.8536178469657898, 0.8303856253623962]"
2024-11-26T17:32:09.875891,"[2.7941102981567383, 3.784125804901123, -4.017674922943115]","[-1.9777209758758545, -1.955182671546936, 1.3975356817245483]","[0.2123669534921646, 0.2875903248786926, -1.1827441453933716]","[0.11008868, -0.39288795, -0.01790358]","[0.8583030104637146, 0.8221720457077026, 0.8504999279975891, 0.8254927396774292]"
2024-11-26T17:32:09.975927,"[2.593492031097412, 3.585744619369507, -3.896362781524658]","[-1.9394352436065674, -1.9093097448349, 1.269935965538025]","[0.4645797312259674, 0.5733044147491455, -1.194372534751892]","[0.084788926, -0.3260423, -0.012843448]","[0.8574638962745667, 0.8302759528160095, 0.8515591621398926, 0.8323538303375244]"
2024-11-26T17:32:10.075972,"[2.396043300628662, 3.3911962509155273, -3.782304286956787]","[-1.87483549118042, -1.838242769241333, 1.1386078596115112]","[0.7533703446388245, 0.7764817476272583, -1.2642271518707275]","[0.06907598, -0.27491173, -0.0040560747]","[0.8587839007377625, 0.8301171660423279, 0.8544330596923828, 0.8334904909133911]"
2024-11-26T17:32:10.175882,"[2.2003726959228516, 3.1991405487060547, -3.696748733520508]","[-1.7916349172592163, -1.753100872039795, 1.003527283668518]","[0.9144241213798523, 0.9331292510032654, -1.1928271055221558]","[0.056013856, -0.2290752, -0.0027239663]","[0.8478368520736694, 0.8273786902427673, 0.8445855379104614, 0.8287027478218079]"
2024-11-26T17:32:10.275858,"[2.0178098678588867, 3.020089626312256, -3.625117540359497]","[-1.6979900598526, -1.6585556268692017, 0.8906590938568115]","[1.046233892440796, 1.0408482551574707, -0.998058557510376]","[0.059477054, -0.21975389, -0.0008604543]","[0.8430494666099548, 0.8177493214607239, 0.8385602235794067, 0.8199847936630249]"
2024-11-26T17:32:10.375798,"[1.8394769430160522, 2.845649003982544, -3.558513879776001]","[-1.5874003171920776, -1.5465831756591797, 0.7904213070869446]","[1.179709553718567, 1.144655704498291, -0.8553001284599304]","[0.051754463, -0.18779525, 0.002335403]","[0.8384255766868591, 0.8133736252784729, 0.8326230645179749, 0.8168665766716003]"
2024-11-26T17:32:10.475823,"[1.685958743095398, 2.695977210998535, -3.5048985481262207]","[-1.4753952026367188, -1.434602975845337, 0.709226667881012]","[1.2839030027389526, 1.2476152181625366, -0.7564517855644226]","[0.032579638, -0.14145632, 0.0023353284]","[0.8329796195030212, 0.809813380241394, 0.8287166357040405, 0.8120723366737366]"
2024-11-26T17:32:10.575773,"[1.534034252166748, 2.547950267791748, -3.466259717941284]","[-1.3621944189071655, -1.3227659463882446, 0.6335195899009705]","[1.2552744150161743, 1.2525184154510498, -0.7113374471664429]","[0.02430797, -0.09560318, 0.007928213]","[0.820722222328186, 0.8098418116569519, 0.8193609714508057, 0.8118695616722107]"
2024-11-26T17:32:10.676075,"[1.3865348100662231, 2.4041411876678467, -3.4375247955322266]","[-1.2484043836593628, -1.211591362953186, 0.5694015026092529]","[1.30964195728302, 1.274790644645691, -0.5425543189048767]","[0.029900875, -0.112647, 0.0031345699]","[0.8151028752326965, 0.8002557754516602, 0.8120039105415344, 0.8014239072799683]"
2024-11-26T17:32:10.775846,"[1.2429723739624023, 2.263932943344116, -3.399563789367676]","[-1.1206889152526855, -1.0876445770263672, 0.5177706480026245]","[1.3219664096832275, 1.2661880254745483, -0.44706112146377563]","[0.03469461, -0.108919516, 0.0071287234]","[0.8155749440193176, 0.7958716750144958, 0.8118081092834473, 0.7994143962860107]"
2024-11-26T17:32:10.875882,"[1.120488166809082, 2.1442084312438965, -3.3547608852386475]","[-0.9885439276695251, -0.957543134689331, 0.4712693989276886]","[1.3175265789031982, 1.296831488609314, -0.48130619525909424]","[0.015786052, -0.059384793, 0.0041991407]","[0.8173193335533142, 0.7962120771408081, 0.8145706653594971, 0.7990946173667908]"
2024-11-26T17:32:10.975805,"[1.012951374053955, 2.037982940673828, -3.3277182579040527]","[-0.8622052073478699, -0.8339467644691467, 0.4206756353378296]","[1.3579548597335815, 1.294671893119812, -0.49228188395500183]","[0.0029859054, 0.0019098485, 0.0039321617]","[0.8087763786315918, 0.7961828112602234, 0.8062872290611267, 0.7989166975021362]"
2024-11-26T17:32:11.076322,"[0.9122979044914246, 1.937872052192688, -3.3085975646972656]","[-0.7367446422576904, -0.7129335403442383, 0.3748812973499298]","[1.274562120437622, 1.2093995809555054, -0.3642360270023346]","[-0.0012750099, 0.014426375, 0.0033992105]","[0.8002585768699646, 0.7937246561050415, 0.7989991903305054, 0.7932222485542297]"
2024-11-26T17:32:11.176350,"[0.8276564478874207, 1.8534022569656372, -3.2969186305999756]","[-0.6210434436798096, -0.6021007299423218, 0.34037670493125916]","[1.2240294218063354, 1.1611719131469727, -0.2509322762489319]","[0.0032514846, 0.0064365463, 0.007394529]","[0.7950097918510437, 0.7849985361099243, 0.7935859560966492, 0.7861974239349365]"
2024-11-26T17:32:11.275799,"[0.76240074634552, 1.7885934114456177, -3.274315118789673]","[-0.5124146938323975, -0.4789030849933624, 0.5627109408378601]","[1.3930202722549438, 1.638268232345581, 3.378757953643799]","[1.2325604, -2.252993, 0.31764662]","[0.8115827441215515, 0.7636351585388184, 0.38250213861465454, 0.565462589263916]"
2024-11-26T17:32:11.376206,"[0.6984724998474121, 1.7247474193572998, -3.222653865814209]","[-0.31146135926246643, -0.260248064994812, 0.876251220703125]","[2.545621871948242, 2.8442256450653076, 2.6692616939544678]","[0.4048107, -2.4718733, 0.8523863]","[0.9296419024467468, 0.6233974695205688, 0.7581808567047119, 0.5687941908836365]"
2024-11-26T17:32:11.475815,"[0.6686593890190125, 1.6977927684783936, -3.146606206893921]","[-0.010678606107831001, 0.07263817638158798, 1.1098268032073975]","[3.7147984504699707, 4.063106536865234, 2.3194282054901123]","[-0.2551157, -0.7389441, 0.99648273]","[0.8521955013275146, 0.6505519151687622, 0.86671382188797, 0.6840865612030029]"
2024-11-26T17:32:11.575864,"[0.6743869185447693, 1.708734393119812, -3.04259991645813]","[0.38830018043518066, 0.4716328978538513, 1.3103065490722656]","[4.195695877075195, 4.019055366516113, 1.7290955781936646]","[-0.3286073, 0.6504303, 0.8875616]","[0.7685118913650513, 0.7389008402824402, 0.8647475838661194, 0.7897478342056274]"
2024-11-26T17:32:11.676078,"[0.7178893685340881, 1.7550426721572876, -2.92856502532959]","[0.7775450944900513, 0.8209356069564819, 1.430331826210022]","[3.94549298286438, 3.406641721725464, 0.9369583129882812]","[-0.08172524, 1.0421822, 0.6785062]","[0.7326784729957581, 0.7956017255783081, 0.8288590908050537, 0.8410192728042603]"
2024-11-26T17:32:11.775828,"[0.7683969736099243, 1.796744704246521, -2.829068422317505]","[1.1057121753692627, 1.0883097648620605, 1.4801054000854492]","[3.3176302909851074, 2.793607473373413, 0.4057558476924896]","[0.16298144, 0.86386555, 0.48409006]","[0.7362256646156311, 0.8090206980705261, 0.793961226940155, 0.8556960225105286]"
2024-11-26T17:32:11.875886,"[0.8486900329589844, 1.8628965616226196, -2.7172420024871826]","[1.3721160888671875, 1.3046541213989258, 1.4979913234710693]","[2.668109893798828, 2.3413543701171875, 0.2375771552324295]","[0.23994564, 0.4907559, 0.34454402]","[0.7575246095657349, 0.7770137786865234, 0.7904565334320068, 0.8222330808639526]"
2024-11-26T17:32:11.975803,"[0.9871869683265686, 1.9866548776626587, -2.568424940109253]","[1.6103006601333618, 1.5190691947937012, 1.520230770111084]","[2.0233161449432373, 1.966032862663269, 0.2896865904331207]","[0.19493721, 0.36159173, 0.23455729]","[0.7647705674171448, 0.759375810623169, 0.7875234484672546, 0.79296875]"
2024-11-26T17:32:12.076641,"[1.142711877822876, 2.129101037979126, -2.4227030277252197]","[1.7813189029693604, 1.6901237964630127, 1.549595832824707]","[1.5631228685379028, 1.6177071332931519, 0.331484854221344]","[0.1480657, 0.45000908, 0.162652]","[0.7622132301330566, 0.7598965167999268, 0.7767642140388489, 0.7856311202049255]"
2024-11-26T17:32:12.175819,"[1.2986083030700684, 2.272258758544922, -2.2929959297180176]","[1.901257872581482, 1.8175538778305054, 1.5763920545578003]","[1.1378579139709473, 1.275061011314392, 0.33446863293647766]","[0.11875624, 0.52995604, 0.11471146]","[0.7541075348854065, 0.7715263962745667, 0.7622571587562561, 0.7928064465522766]"
2024-11-26T17:32:12.275913,"[1.4736328125, 2.4349136352539062, -2.1634860038757324]","[1.9873911142349243, 1.9136362075805664, 1.6003003120422363]","[0.7266601920127869, 0.8633455038070679, 0.3123405873775482]","[0.09958171, 0.49932995, 0.080091186]","[0.7562823295593262, 0.7740203142166138, 0.7646781802177429, 0.7879311442375183]"
2024-11-26T17:32:12.375881,"[1.660313606262207, 2.6107068061828613, -2.022250175476074]","[2.0363807678222656, 1.972579002380371, 1.6235383749008179]","[0.36100056767463684, 0.5178007483482361, 0.28174883127212524]","[0.09878269, 0.43168607, 0.051595252]","[0.7601369023323059, 0.7807431221008301, 0.7650595307350159, 0.7879372835159302]"
2024-11-26T17:32:12.475872,"[1.8404109477996826, 2.7824957370758057, -1.8836970329284668]","[2.0530004501342773, 2.0008225440979004, 1.6436737775802612]","[0.09370869398117065, 0.2607572674751282, 0.2008081078529358]","[0.09798238, 0.39200592, 0.03375428]","[0.7675328850746155, 0.7834885716438293, 0.7686087489128113, 0.7907442450523376]"
2024-11-26T17:32:12.575858,"[2.0291056632995605, 2.961400032043457, -1.7516040802001953]","[2.0468993186950684, 2.0069966316223145, 1.6579010486602783]","[-0.1750531792640686, -0.001022480777464807, 0.20290012657642365]","[0.087854035, 0.3800134, 0.022032151]","[0.7718491554260254, 0.7897707223892212, 0.7718623876571655, 0.79433274269104]"
2024-11-26T17:32:12.675826,"[2.2478458881378174, 3.169234037399292, -1.605436086654663]","[2.015561580657959, 1.988143801689148, 1.6693158149719238]","[-0.3939751386642456, -0.2618817985057831, 0.19445547461509705]","[0.085723236, 0.3701602, 0.016439686]","[0.7772790193557739, 0.7927034497261047, 0.7767887711524963, 0.7986230850219727]"
2024-11-26T17:32:12.775842,"[2.440476179122925, 3.3537440299987793, -1.4666458368301392]","[1.9641566276550293, 1.9487788677215576, 1.6796789169311523]","[-0.6524317860603333, -0.4980372190475464, 0.12387243658304214]","[0.08385893, 0.34379485, 0.011912766]","[0.7895246148109436, 0.8047827482223511, 0.787039041519165, 0.8115444779396057]"
2024-11-26T17:32:12.875886,"[2.6259148120880127, 3.5338385105133057, -1.3213849067687988]","[1.8926036357879639, 1.8911081552505493, 1.6596882343292236]","[-0.8451023697853088, -0.6838362812995911, -0.6014637351036072]","[0.067880586, 0.29372808, 0.010314443]","[0.8312152028083801, 0.8451063632965088, 0.8289168477058411, 0.8530443906784058]"
2024-11-26T17:32:12.975793,"[2.8403236865997314, 3.742002487182617, -1.1759756803512573]","[1.79354989528656, 1.8090853691101074, 1.5463061332702637]","[-1.0876102447509766, -0.8838660717010498, -1.2656667232513428]","[0.04364486, 0.25160965, -7.3906995e-05]","[0.8499812483787537, 0.8642759323120117, 0.8474070429801941, 0.8672796487808228]"
2024-11-26T17:32:13.075882,"[3.0127999782562256, 3.9115757942199707, -1.0589581727981567]","[1.694015622138977, 1.7224109172821045, 1.42072594165802]","[-1.1701734066009521, -1.0224732160568237, -1.3864946365356445]","[0.038850833, 0.22231524, -0.00034006033]","[0.8550167679786682, 0.8684477210044861, 0.8523560762405396, 0.8713415861129761]"
2024-11-26T17:32:13.175823,"[3.201218605041504, 4.0987653732299805, -0.9332922101020813]","[1.5621916055679321, 1.6049258708953857, 1.2641637325286865]","[-1.315536379814148, -1.161657452583313, -1.4349745512008667]","[0.026600117, 0.17810819, -0.0030018603]","[0.85254967212677, 0.8686191439628601, 0.8512822389602661, 0.8705103993415833]"
2024-11-26T17:32:13.275796,"[3.359988212585449, 4.258509159088135, -0.8293858766555786]","[1.4309539794921875, 1.4852436780929565, 1.1201660633087158]","[-1.415554165840149, -1.2699452638626099, -1.3639403581619263]","[0.020208327, 0.1176552, -0.0027348502]","[0.8491571545600891, 0.8585299253463745, 0.8468320965766907, 0.8616621494293213]"
2024-11-26T17:32:13.375870,"[3.5002238750457764, 4.396726608276367, -0.7582327127456665]","[1.31755530834198, 1.3810867071151733, 1.000251054763794]","[-1.390466570854187, -1.2936292886734009, -1.250464916229248]","[0.0055576162, 0.08616367, -0.0056660366]","[0.8422955274581909, 0.8463203310966492, 0.8431128859519958, 0.8444762229919434]"
2024-11-26T17:32:13.475801,"[3.6721508502960205, 4.564638614654541, -0.6851409673690796]","[1.177708625793457, 1.2480709552764893, 0.8679830431938171]","[-1.3604789972305298, -1.2849688529968262, -1.0371507406234741]","[0.022601236, 0.10880112, -0.0016701886]","[0.8292917609214783, 0.8372523188591003, 0.8290935158729553, 0.8392279744148254]"
2024-11-26T17:32:13.575820,"[3.8057403564453125, 4.698048114776611, -0.6203814744949341]","[1.0489742755889893, 1.1266189813613892, 0.7745229005813599]","[-1.3826385736465454, -1.2960484027862549, -0.8554437160491943]","[0.027660478, 0.101609215, -0.0027355107]","[0.8216196894645691, 0.831004798412323, 0.8187645673751831, 0.8349106311798096]"
2024-11-26T17:32:13.675879,"[3.9194886684417725, 4.813048839569092, -0.5643290877342224]","[0.9226415157318115, 1.0078768730163574, 0.69480961561203]","[-1.405625581741333, -1.3000751733779907, -0.7484767436981201]","[0.0034249758, 0.05393927, -0.0030003749]","[0.8178746700286865, 0.8261507749557495, 0.8163406252861023, 0.8266062140464783]"
2024-11-26T17:32:13.775938,"[4.025254726409912, 4.921811103820801, -0.5197342038154602]","[0.8004542589187622, 0.891761302947998, 0.6219992637634277]","[-1.3728218078613281, -1.2805900573730469, -0.6908441185951233]","[-0.012549873, 0.003282098, -0.0027329787]","[0.8160197734832764, 0.817491352558136, 0.8168173432350159, 0.815238356590271]"
2024-11-26T17:32:13.875882,"[4.131133556365967, 5.031274795532227, -0.48883336782455444]","[0.683282732963562, 0.7791661620140076, 0.552556574344635]","[-1.2901326417922974, -1.193651556968689, -0.5464645028114319]","[0.00023286231, 0.01526632, -0.002732447]","[0.8064476847648621, 0.806921660900116, 0.8057231307029724, 0.8069092631340027]"
2024-11-26T17:32:13.976005,"[4.222157001495361, 5.12819242477417, -0.45312559604644775]","[0.5630135536193848, 0.66424560546875, 0.5001362562179565]","[-1.2237389087677002, -1.184590220451355, -0.4129849374294281]","[0.00023319089, 0.035241023, 0.0012626876]","[0.7989752888679504, 0.8035708069801331, 0.7972477674484253, 0.8061559200286865]"
2024-11-26T17:32:14.075819,"[4.287012100219727, 5.20208215713501, -0.4092668890953064]","[0.4411211311817169, 0.5459061861038208, 0.4581678509712219]","[-1.1917234659194946, -1.159136176109314, -0.4231010973453522]","[-0.016012331, -0.010831322, 0.00019797163]","[0.7970871925354004, 0.8056422472000122, 0.7968676686286926, 0.8067567944526672]"
2024-11-26T17:32:14.175861,"[4.338314533233643, 5.2595672607421875, -0.3854180574417114]","[0.3468288779258728, 0.4528654217720032, 0.41816452145576477]","[-1.1093729734420776, -1.0987285375595093, -0.42236465215682983]","[-0.030661859, -0.07265615, -6.7502035e-05]","[0.7988576889038086, 0.7952284216880798, 0.8001241087913513, 0.7943950891494751]"
2024-11-26T17:32:14.275874,"[4.395094871520996, 5.321236610412598, -0.374432772397995]","[0.24865324795246124, 0.3519164025783539, 0.37240350246429443]","[-1.0267095565795898, -1.0120435953140259, -0.2908577620983124]","[-0.017079009, -0.06413298, 0.0012641826]","[0.7901107668876648, 0.7850264310836792, 0.791283369064331, 0.7840000987052917]"
2024-11-26T17:32:14.375834,"[4.432317733764648, 5.366313934326172, -0.35119229555130005]","[0.15122026205062866, 0.2544514536857605, 0.34811362624168396]","[-0.9006806015968323, -0.9074763655662537, -0.14759494364261627]","[-0.012818042, -0.0438928, 0.0012643907]","[0.7843658924102783, 0.7865591645240784, 0.7841410636901855, 0.7866234183311462]"
2024-11-26T17:32:14.475766,"[4.454498291015625, 5.396662712097168, -0.3271053731441498]","[0.06674827635288239, 0.17076651751995087, 0.3279496133327484]","[-0.8201906681060791, -0.846538245677948, -0.20066343247890472]","[-0.025867691, -0.07371863, 0.0017984429]","[0.7864809632301331, 0.7852376103401184, 0.786467969417572, 0.7862455248832703]"
2024-11-26T17:32:14.575862,"[4.475257396697998, 5.42262601852417, -0.32103148102760315]","[0.0002821851521730423, 0.10334775596857071, 0.30343008041381836]","[-0.7747526168823242, -0.745493471622467, -0.24611178040504456]","[-0.030931234, -0.089732066, 0.0012684814]","[0.7839216589927673, 0.7785141468048096, 0.785370409488678, 0.7769513130187988]"
2024-11-26T17:32:14.675828,"[4.49639368057251, 5.447729587554932, -0.3249273896217346]","[-0.05927199125289917, 0.03883345052599907, 0.284722238779068]","[-0.6541089415550232, -0.6882375478744507, -0.021847665309906006]","[-0.01868075, -0.06682802, 0.00047045609]","[0.7751931548118591, 0.7705367207527161, 0.7764188051223755, 0.7696572542190552]"
2024-11-26T17:32:14.775789,"[4.500787734985352, 5.458973407745361, -0.3107104003429413]","[-0.1185862347483635, -0.023833177983760834, 0.2832619845867157]","[-0.630581796169281, -0.6169150471687317, 0.02477109245955944]","[-0.008028377, -0.05004968, 0.001003729]","[0.7756809592247009, 0.773613691329956, 0.7747900485992432, 0.7754500508308411]"
2024-11-26T17:32:14.875842,"[4.494296550750732, 5.460209369659424, -0.2893480956554413]","[-0.17144307494163513, -0.0784667357802391, 0.2794140577316284]","[-0.5349805951118469, -0.5165364146232605, -0.06035827100276947]","[-0.021877859, -0.07534855, 0.0012721611]","[0.7798448204994202, 0.7777885794639587, 0.779376208782196, 0.7788577675819397]"
2024-11-26T17:32:14.975902,"[4.490168571472168, 5.457139492034912, -0.2899879813194275]","[-0.21156516671180725, -0.12382186949253082, 0.26222050189971924]","[-0.46996021270751953, -0.46698686480522156, -0.15274466574192047]","[-0.029878804, -0.096403085, 0.0031396386]","[0.7749915719032288, 0.7705838084220886, 0.7789411544799805, 0.7695620059967041]"
2024-11-26T17:32:15.075851,"[4.476742744445801, 5.446244239807129, -0.2839339077472687]","[-0.2499634474515915, -0.16740742325782776, 0.253800630569458]","[-0.38857370615005493, -0.3724176585674286, 0.008694800548255444]","[-0.014698709, -0.09507093, 0.002873793]","[0.7736623883247375, 0.7688376903533936, 0.7754848003387451, 0.7696594595909119]"
2024-11-26T17:32:15.176380,"[4.455881595611572, 5.429217338562012, -0.2710595428943634]","[-0.28156599402427673, -0.20288868248462677, 0.2516539692878723]","[-0.31046512722969055, -0.32187512516975403, -0.019752124324440956]","[-0.015497855, -0.08628135, 0.0026087582]","[0.776516854763031, 0.7702852487564087, 0.7772908210754395, 0.7713465094566345]"
2024-11-26T17:32:15.275858,"[4.438267707824707, 5.413268566131592, -0.2640252113342285]","[-0.30115020275115967, -0.22623799741268158, 0.2447500079870224]","[-0.2234755903482437, -0.20461219549179077, -0.07766970247030258]","[-0.021357782, -0.08281881, -0.00111812]","[0.7757741212844849, 0.7716915607452393, 0.776935338973999, 0.7708526849746704]"
2024-11-26T17:32:15.375864,"[4.412939548492432, 5.389370441436768, -0.26503312587738037]","[-0.3188687562942505, -0.2472941279411316, 0.2342556267976761]","[-0.16772432625293732, -0.17498497664928436, -0.003698023036122322]","[-0.016572377, -0.072168514, -0.0016482737]","[0.7728224396705627, 0.7685405015945435, 0.7734733819961548, 0.767422616481781]"
2024-11-26T17:32:15.476334,"[4.383903980255127, 5.362670421600342, -0.2630568742752075]","[-0.32988208532333374, -0.2622945010662079, 0.23242813348770142]","[-0.10890480875968933, -0.10459326207637787, 0.07805720716714859]","[-0.016839199, -0.07216822, 0.0010158132]","[0.7704412937164307, 0.7673158049583435, 0.771969735622406, 0.7665644884109497]"
2024-11-26T17:32:15.575866,"[4.35689640045166, 5.338005542755127, -0.25802093744277954]","[-0.33586424589157104, -0.2701539099216461, 0.2351156622171402]","[-0.03546549379825592, -0.025117870420217514, 0.01760970428586006]","[-0.014442358, -0.07562974, -0.0011141658]","[0.7743498682975769, 0.7677937150001526, 0.7747557759284973, 0.7673477530479431]"
2024-11-26T17:32:15.676068,"[4.325363636016846, 5.308786392211914, -0.25226762890815735]","[-0.33606627583503723, -0.27258023619651794, 0.2327176034450531]","[0.020944880321621895, 0.018573883920907974, -0.025435449555516243]","[-0.020035287, -0.06764055, -0.0008478932]","[0.7749108672142029, 0.7685604095458984, 0.775208592414856, 0.7678727507591248]"
2024-11-26T17:32:15.776026,"[4.294996738433838, 5.280138969421387, -0.24458397924900055]","[-0.3323509991168976, -0.2709974944591522, 0.2288498729467392]","[0.05443461611866951, 0.06945722550153732, -0.04782819375395775]","[-0.016325299, -0.05458418, 0.0015529301]","[0.7762763500213623, 0.7704869508743286, 0.777263343334198, 0.7715405821800232]"
2024-11-26T17:32:15.875926,"[4.271068096160889, 5.2450056076049805, -0.26934126019477844]","[-0.32345905900001526, -0.2713954448699951, 0.2193785160779953]","[0.07953355461359024, 0.09835691750049591, 0.10579480230808258]","[-0.006206082, -0.05112153, -4.3469954e-05]","[0.7634961605072021, 0.7619461417198181, 0.7660202383995056, 0.7595685720443726]"
2024-11-26T17:32:15.975902,"[4.242920875549316, 5.211093902587891, -0.27195432782173157]","[-0.3126039505004883, -0.26623618602752686, 0.2313474714756012]","[0.08498086035251617, 0.10194724798202515, 0.18918979167938232]","[0.01030509, -0.058843147, -4.136905e-05]","[0.7659518122673035, 0.76088547706604, 0.7664464116096497, 0.7613732814788818]"
2024-11-26T17:32:16.075873,"[4.210203647613525, 5.178211212158203, -0.2539943754673004]","[-0.3012647330760956, -0.2537654936313629, 0.24626514315605164]","[0.13392366468906403, 0.1602078378200531, 0.04178426042199135]","[-0.0040764506, -0.05458197, -0.000573399]","[0.7766515016555786, 0.7688471674919128, 0.7769662737846375, 0.7687516212463379]"
2024-11-26T17:32:16.175865,"[4.180613040924072, 5.143491744995117, -0.255428284406662]","[-0.2880752682685852, -0.24061185121536255, 0.24000321328639984]","[0.1470867097377777, 0.2108982503414154, -0.03991099074482918]","[-0.008352365, -0.04258408, -3.7556325e-05]","[0.7735990881919861, 0.7687889933586121, 0.7749243974685669, 0.768660306930542]"
2024-11-26T17:32:16.276015,"[4.152199745178223, 5.110694885253906, -0.25583595037460327]","[-0.27230164408683777, -0.22356928884983063, 0.2371053248643875]","[0.19653944671154022, 0.2219947725534439, 0.08329147100448608]","[-0.010482275, -0.043382175, 0.0007618364]","[0.7745935916900635, 0.7647914886474609, 0.7748115062713623, 0.7656188011169434]"
2024-11-26T17:32:16.375846,"[4.123307704925537, 5.079823017120361, -0.24761661887168884]","[-0.25343039631843567, -0.2030767798423767, 0.23759828507900238]","[0.16266393661499023, 0.2417585700750351, 0.029852041974663734]","[-0.004889944, -0.031930186, -0.0026995076]","[0.7751966118812561, 0.7686719298362732, 0.7762209177017212, 0.7679401636123657]"
2024-11-26T17:32:16.475839,"[4.098614692687988, 5.055454254150391, -0.23470264673233032]","[-0.23637746274471283, -0.1816217303276062, 0.23622538149356842]","[0.20912110805511475, 0.2700570523738861, -0.033481333404779434]","[-0.0059555033, -0.021011433, -0.0037647553]","[0.7779931426048279, 0.7734129428863525, 0.7777083516120911, 0.7729487419128418]"
2024-11-26T17:32:16.575945,"[4.0738372802734375, 5.029232501983643, -0.22894392907619476]","[-0.21567970514297485, -0.15886574983596802, 0.2256138026714325]","[0.19632183015346527, 0.26092275977134705, -0.06978848576545715]","[-0.0062375404, -0.008475848, -0.0011000754]","[0.776967465877533, 0.7726911306381226, 0.7766819000244141, 0.7731799483299255]"
2024-11-26T17:32:16.675895,"[4.051941871643066, 5.000708103179932, -0.23818832635879517]","[-0.19738788902759552, -0.14124727249145508, 0.215683251619339]","[0.18624098598957062, 0.24045045673847198, 0.029162103310227394]","[-0.00011271203, -0.014867041, 0.0015640559]","[0.7697902917861938, 0.7671685814857483, 0.770879864692688, 0.7680734992027283]"
2024-11-26T17:32:16.775915,"[4.031421184539795, 4.974737167358398, -0.24337151646614075]","[-0.17721611261367798, -0.1209900751709938, 0.2187861055135727]","[0.19816024601459503, 0.26663723587989807, 0.11744146049022675]","[0.0017508904, -0.027382528, -0.0018957066]","[0.7695172429084778, 0.7645487785339355, 0.7706388235092163, 0.7635121941566467]"
2024-11-26T17:32:16.875888,"[4.013506889343262, 4.956924915313721, -0.23336327075958252]","[-0.15827897191047668, -0.09635066986083984, 0.22760027647018433]","[0.19033876061439514, 0.3022247850894928, 0.057148147374391556]","[0.0036152764, -0.008208313, -0.003760773]","[0.7762525677680969, 0.7697337865829468, 0.7738920450210571, 0.7697433829307556]"
2024-11-26T17:32:16.976081,"[3.9975383281707764, 4.935928821563721, -0.23738700151443481]","[-0.13807767629623413, -0.07438918203115463, 0.22162650525569916]","[0.19449178874492645, 0.2695760726928711, -0.03473392874002457]","[-0.012115001, 0.002196182, -0.0005633805]","[0.7713326215744019, 0.7697548270225525, 0.7738724946975708, 0.7675150036811829]"
2024-11-26T17:32:17.075793,"[3.982699155807495, 4.916192531585693, -0.2408495843410492]","[-0.1164584830403328, -0.052402108907699585, 0.22218523919582367]","[0.2112341970205307, 0.24382755160331726, 0.08354444801807404]","[0.0059944163, -0.00206456, -0.00056287734]","[0.7720537781715393, 0.7668752670288086, 0.770823061466217, 0.7654818296432495]"
