timestamp,position,velocity,acceleration,angular_rate,motor_controls
2024-11-26T17:32:01.175961,"[0.29902613162994385, 0.038052625954151154, -3.075068473815918]","[-0.230196014046669, -0.04694490507245064, 0.18304219841957092]","[-0.19489791989326477, 0.04455786943435669, 0.264851838350296]","[-0.014943549, 0.0038229385, -0.0053803646]","[0.7637509703636169, 0.7626362442970276, 0.7652304172515869, 0.7616281509399414]"
2024-11-26T17:32:01.275831,"[0.29101791977882385, 0.03501851484179497, -3.0735607147216797]","[-0.21592740714550018, -0.031003981828689575, 0.22645726799964905]","[0.37952008843421936, 0.3265558183193207, 0.7866501808166504]","[1.1161007, 0.4600204, 0.55122226]","[1.0, 0.9901789426803589, 0.5318690538406372, 0.193966805934906]"
2024-11-26T17:32:01.375917,"[0.2904480993747711, 0.03738730400800705, -3.0747807025909424]","[-0.13671256601810455, 0.02939680777490139, 0.29323670268058777]","[1.1237722635269165, 1.0394315719604492, 0.9016882181167603]","[1.6098621, 1.1273851, 1.5605742]","[1.0, 0.970818281173706, 0.38788139820098877, 0.4307871460914612]"
2024-11-26T17:32:01.475787,"[0.3063203692436218, 0.05485000088810921, -3.075334310531616]","[0.03572877496480942, 0.22212328016757965, 0.35827529430389404]","[1.7454168796539307, 2.6224894523620605, -0.0695677399635315]","[0.53742385, 1.1265558, 2.5800366]","[1.0, 0.9872066974639893, 0.5456070899963379, 0.7234221696853638]"
2024-11-26T17:32:01.575865,"[0.3368643820285797, 0.0952470526099205, -3.0750772953033447]","[0.210674449801445, 0.5426366925239563, 0.25925183296203613]","[1.467788815498352, 3.5210494995117188, -1.0538305044174194]","[-0.72063386, 0.4916799, 3.098015]","[0.9035207033157349, 0.9036441445350647, 0.6899321675300598, 0.7706508040428162]"
2024-11-26T17:32:01.675841,"[0.3781904876232147, 0.16573752462863922, -3.078397274017334]","[0.31634873151779175, 0.8319002985954285, 0.1956992894411087]","[0.7213628888130188, 2.4467098712921143, -0.37205055356025696]","[-1.1819116, 8.487527e-05, 3.1605918]","[0.7323300242424011, 0.6982946395874023, 0.8779765963554382, 0.8472918272018433]"
2024-11-26T17:32:01.776036,"[0.42964819073677063, 0.2489936351776123, -3.1027779579162598]","[0.38065752387046814, 1.00590181350708, 0.15511509776115417]","[0.3486894369125366, 1.22576904296875, -0.25472432374954224]","[-0.91668683, -0.033473358, 2.6074436]","[0.6478419899940491, 0.6400365233421326, 0.9361883401870728, 0.8604992628097534]"
2024-11-26T17:32:01.875855,"[0.4750189781188965, 0.3197072148323059, -3.1316728591918945]","[0.4276403784751892, 1.0600264072418213, 0.1424851417541504]","[0.22325538098812103, 0.5598146319389343, 0.10178723186254501]","[-0.33824372, 0.17266582, 1.9158188]","[0.636701226234436, 0.6472038626670837, 0.8887087106704712, 0.8552332520484924]"
2024-11-26T17:32:01.975804,"[0.5214572548866272, 0.41112634539604187, -3.1329574584960938]","[0.4610080420970917, 1.0862730741500854, 0.1611909568309784]","[0.08839507400989532, 0.36623314023017883, 0.2538313567638397]","[0.002111147, 0.24483053, 1.3043561]","[0.668896496295929, 0.6819610595703125, 0.8415203094482422, 0.8463076949119568]"
2024-11-26T17:32:02.075931,"[0.5695354342460632, 0.5000518560409546, -3.1290054321289062]","[0.4841219484806061, 1.100125789642334, 0.17898163199424744]","[-0.1365862339735031, 0.35301995277404785, 0.18672983348369598]","[0.058839396, 0.18704066, 0.90487957]","[0.7087253332138062, 0.7119298577308655, 0.8172742128372192, 0.8250924944877625]"
2024-11-26T17:32:02.175784,"[0.6390126943588257, 0.5950393080711365, -3.134575366973877]","[0.5081160664558411, 1.1077232360839844, 0.18654116988182068]","[-0.26495224237442017, 0.2906115651130676, 0.08839932084083557]","[0.0303591, 0.1569387, 0.6188518]","[0.738079309463501, 0.736325740814209, 0.8002942800521851, 0.7987302541732788]"
2024-11-26T17:32:02.275893,"[0.7308953404426575, 0.6812142729759216, -3.161742687225342]","[0.5313233733177185, 1.107540488243103, 0.18969698250293732]","[-0.4316624402999878, 0.2544267773628235, 0.2557520270347595]","[0.017573792, 0.1971568, 0.4649178]","[0.747175395488739, 0.74699467420578, 0.7754907608032227, 0.7732092142105103]"
2024-11-26T17:32:02.375842,"[0.8222572207450867, 0.7728033065795898, -3.175377607345581]","[0.5278158187866211, 1.1052395105361938, 0.21008005738258362]","[-0.5781167149543762, 0.21477319300174713, 0.28284212946891785]","[-0.0034656432, 0.21926175, 0.38289136]","[0.7543485760688782, 0.7614122629165649, 0.7631769180297852, 0.7695232033729553]"
2024-11-26T17:32:02.475867,"[0.9002408981323242, 0.8639777898788452, -3.1746716499328613]","[0.494672030210495, 1.1023898124694824, 0.228051096200943]","[-0.7401461601257324, 0.10323331505060196, 0.18662117421627045]","[-0.053533643, 0.1718594, 0.3448063]","[0.7615666389465332, 0.7710525393486023, 0.7627613544464111, 0.7746401429176331]"
2024-11-26T17:32:02.575792,"[0.9846922755241394, 0.970066249370575, -3.17447566986084]","[0.4387894868850708, 1.0933146476745605, 0.234972283244133]","[-0.7977519631385803, -0.04434201121330261, 0.02458318881690502]","[-0.12116063, 0.089297995, 0.32216808]","[0.7674723863601685, 0.7734572887420654, 0.7726814150810242, 0.7744995951652527]"
2024-11-26T17:32:02.675857,"[1.065320372581482, 1.0698034763336182, -3.1908607482910156]","[0.3875875771045685, 1.0805435180664062, 0.23174695670604706]","[-0.856336236000061, -0.17591586709022522, 0.09519948065280914]","[-0.13660848, 0.0781132, 0.29154062]","[0.7633354663848877, 0.7642478346824646, 0.7712911367416382, 0.7673439383506775]"
2024-11-26T17:32:02.775854,"[1.1411800384521484, 1.1684479713439941, -3.2040867805480957]","[0.3345731496810913, 1.0574066638946533, 0.23886314034461975]","[-0.846267819404602, -0.30274417996406555, 0.1621493399143219]","[-0.13927239, 0.09835433, 0.26197857]","[0.7573195695877075, 0.7656353116035461, 0.7716975212097168, 0.7670374512672424]"
2024-11-26T17:32:02.875877,"[1.2046195268630981, 1.2787084579467773, -3.201533079147339]","[0.26217734813690186, 1.0233794450759888, 0.2513965964317322]","[-0.8449574708938599, -0.404196560382843, 0.15393131971359253]","[-0.12489159, 0.08823549, 0.22629125]","[0.7584992051124573, 0.7693288326263428, 0.7723376750946045, 0.7770914435386658]"
2024-11-26T17:32:02.975872,"[1.2494733333587646, 1.3773510456085205, -3.2005820274353027]","[0.1963036209344864, 0.9870894551277161, 0.25439924001693726]","[-0.8431947231292725, -0.5082244277000427, 0.059248145669698715]","[-0.12886178, 0.039764613, 0.19246903]","[0.7632720470428467, 0.7704522013664246, 0.7783638834953308, 0.777187705039978]"
2024-11-26T17:32:03.075913,"[1.2939625978469849, 1.4856237173080444, -3.204853057861328]","[0.12781332433223724, 0.9394665360450745, 0.2522995173931122]","[-0.8068811893463135, -0.6222230792045593, 0.04370405897498131]","[-0.12939483, 0.023253476, 0.16077685]","[0.761497437953949, 0.7692646980285645, 0.7778643369674683, 0.7753309607505798]"
2024-11-26T17:32:03.175815,"[1.3341774940490723, 1.5968776941299438, -3.2093398571014404]","[0.061516325920820236, 0.8789153099060059, 0.25329601764678955]","[-0.7369351983070374, -0.7433086633682251, 0.13296644389629364]","[-0.10968787, 0.014997944, 0.12429106]","[0.7632855176925659, 0.7682411670684814, 0.7791287899017334, 0.772154688835144]"
2024-11-26T17:32:03.275962,"[1.3541722297668457, 1.6839345693588257, -3.203371047973633]","[0.0051185982301831245, 0.8185887932777405, 0.25511857867240906]","[-0.6974479556083679, -0.7668386101722717, 0.05005182325839996]","[-0.08678474, 0.00913953, 0.098989986]","[0.7658809423446655, 0.7728633284568787, 0.7784677743911743, 0.7760341763496399]"
2024-11-26T17:32:03.375784,"[1.3767621517181396, 1.7870540618896484, -3.2107577323913574]","[-0.052247874438762665, 0.7495239973068237, 0.2495187371969223]","[-0.6316087245941162, -0.7839708924293518, -0.03468295931816101]","[-0.06758382, -0.023609994, 0.07475445]","[0.7702758312225342, 0.7673915028572083, 0.7784679532051086, 0.7726608514785767]"
2024-11-26T17:32:03.475850,"[1.3990811109542847, 1.8922977447509766, -3.2336652278900146]","[-0.09790109843015671, 0.6869309544563293, 0.24471105635166168]","[-0.5797683596611023, -0.8393531441688538, 0.17318867146968842]","[-0.08595996, 0.0027557875, 0.058774423]","[0.761667013168335, 0.7610562443733215, 0.7697250843048096, 0.7631852030754089]"
2024-11-26T17:32:03.575805,"[1.3982772827148438, 1.9709657430648804, -3.227155923843384]","[-0.14514188468456268, 0.6142086982727051, 0.2606872022151947]","[-0.4886954724788666, -0.8578474521636963, 0.1761341691017151]","[-0.0793021, 0.0075495765, 0.044925757]","[0.7621981501579285, 0.7724654078483582, 0.7702949047088623, 0.7712196111679077]"
2024-11-26T17:32:03.675804,"[1.3879144191741943, 2.0489959716796875, -3.2123782634735107]","[-0.19428110122680664, 0.526997983455658, 0.26709580421447754]","[-0.4404815435409546, -0.9161345958709717, -0.015727756544947624]","[-0.05373583, -0.04917581, 0.03507156]","[0.7711634039878845, 0.7776228189468384, 0.7791262269020081, 0.7757707834243774]"
2024-11-26T17:32:03.775832,"[1.390006422996521, 2.1276137828826904, -3.2317724227905273]","[-0.22091726958751678, 0.4657725989818573, 0.2538001835346222]","[-0.3764459490776062, -0.889909029006958, -0.040739793330430984]","[-0.030003915, -0.07286823, 0.028147846]","[0.7751102447509766, 0.7598026990890503, 0.7751688361167908, 0.7627639174461365]"
2024-11-26T17:32:03.875804,"[1.3813180923461914, 2.2148497104644775, -3.245100259780884]","[-0.250772625207901, 0.38867512345314026, 0.2563348412513733]","[-0.29647761583328247, -0.8647477626800537, 0.19172894954681396]","[-0.061163027, -0.006821896, 0.023087451]","[0.7636319398880005, 0.7641411423683167, 0.7660548090934753, 0.7631326913833618]"
2024-11-26T17:32:03.975836,"[1.3608813285827637, 2.2669734954833984, -3.2343764305114746]","[-0.27531200647354126, 0.31422159075737, 0.2692478895187378]","[-0.23256240785121918, -0.8541443347930908, 0.12731486558914185]","[-0.049445078, -0.025197582, 0.02202123]","[0.7668891549110413, 0.7737997174263, 0.7727417945861816, 0.7703481912612915]"
2024-11-26T17:32:04.075776,"[1.3335106372833252, 2.3103525638580322, -3.2164506912231445]","[-0.2981758713722229, 0.23131386935710907, 0.2701614797115326]","[-0.17286865413188934, -0.8390734791755676, -0.04074212536215782]","[-0.012959854, -0.06940621, 0.01563012]","[0.7749284505844116, 0.7787277698516846, 0.7789027094841003, 0.7752715945243835]"
2024-11-26T17:32:04.175887,"[1.3123458623886108, 2.3524367809295654, -3.21907901763916]","[-0.3094804286956787, 0.16244296729564667, 0.25563597679138184]","[-0.10230730473995209, -0.8085770606994629, -0.11071138083934784]","[0.013964732, -0.097361065, 0.016962457]","[0.7797669768333435, 0.7673375606536865, 0.7809121608734131, 0.7698140740394592]"
2024-11-26T17:32:04.275901,"[1.2931839227676392, 2.3933305740356445, -3.230797052383423]","[-0.31372612714767456, 0.10641702264547348, 0.24555224180221558]","[-0.08381335437297821, -0.6917219161987305, 0.06005711480975151]","[-0.0028131274, -0.053951357, 0.010570836]","[0.7703525424003601, 0.7632527947425842, 0.7716647386550903, 0.764053225517273]"
2024-11-26T17:32:04.375869,"[1.2692927122116089, 2.4264276027679443, -3.235668659210205]","[-0.3131506145000458, 0.04442688450217247, 0.25167131423950195]","[-0.026177287101745605, -0.6883521676063538, 0.1396886706352234]","[-0.018792264, -0.01853165, 0.00870674]","[0.765630841255188, 0.7688186168670654, 0.7689010500907898, 0.765835702419281]"
2024-11-26T17:32:04.475842,"[1.2386654615402222, 2.44103741645813, -3.2217633724212646]","[-0.31328994035720825, -0.019725462421774864, 0.2597396671772003]","[0.03499799221754074, -0.7021420001983643, 0.024998269975185394]","[0.0054424927, -0.039038114, 0.009505517]","[0.770811140537262, 0.7744826674461365, 0.7749801874160767, 0.7725657224655151]"
2024-11-26T17:32:04.575813,"[1.2106293439865112, 2.456789255142212, -3.2213242053985596]","[-0.30794402956962585, -0.07634483277797699, 0.24992060661315918]","[0.07296553999185562, -0.6149559617042542, -0.08137574791908264]","[0.03609385, -0.07338314, 0.0036468885]","[0.7773686051368713, 0.7681631445884705, 0.7766876220703125, 0.7684047222137451]"
2024-11-26T17:32:04.675858,"[1.1879256963729858, 2.4745233058929443, -3.2351038455963135]","[-0.29802268743515015, -0.11752624809741974, 0.24161750078201294]","[0.1185249462723732, -0.5366150140762329, 0.07512276619672775]","[0.019582435, -0.051278416, 0.0036461123]","[0.7711292505264282, 0.7611538171768188, 0.7696212530136108, 0.7622405290603638]"
2024-11-26T17:32:04.775780,"[1.1641591787338257, 2.4887948036193848, -3.2472243309020996]","[-0.2863417863845825, -0.15383021533489227, 0.24812395870685577]","[0.0932462140917778, -0.4483115077018738, 0.1943701207637787]","[0.0052015143, -0.022249829, 0.0009824302]","[0.7671172618865967, 0.7622291445732117, 0.7643320560455322, 0.7617607712745667]"
2024-11-26T17:32:04.875813,"[1.1357702016830444, 2.489124059677124, -3.2413856983184814]","[-0.2738005220890045, -0.1934676319360733, 0.26306432485580444]","[0.11742980778217316, -0.42164522409439087, 0.14300885796546936]","[0.0020057985, -0.02757628, 0.004444333]","[0.76849764585495, 0.7687365412712097, 0.7714028358459473, 0.765499472618103]"
2024-11-26T17:32:04.975819,"[1.1144062280654907, 2.492147207260132, -3.2518913745880127]","[-0.2610647678375244, -0.22219878435134888, 0.2619897127151489]","[0.17041338980197906, -0.40663620829582214, 0.07789456844329834]","[0.024665661, -0.042752735, 0.004179216]","[0.7703399658203125, 0.7637258768081665, 0.7679070830345154, 0.7640931010246277]"
2024-11-26T17:32:05.075779,"[1.0898958444595337, 2.485556125640869, -3.2520289421081543]","[-0.24471518397331238, -0.2534424960613251, 0.2676762342453003]","[0.16044342517852783, -0.3514496684074402, 0.12137934565544128]","[0.032388806, -0.033431586, 0.006842584]","[0.7702855467796326, 0.7653470635414124, 0.7688155174255371, 0.7678353786468506]"
2024-11-26T17:32:05.175878,"[1.068200945854187, 2.4735777378082275, -3.246147394180298]","[-0.22909781336784363, -0.27875202894210815, 0.271501749753952]","[0.1691969931125641, -0.2982068359851837, 0.04067374765872955]","[0.033187777, -0.0352958, 0.004179305]","[0.7729431390762329, 0.7682289481163025, 0.7729023098945618, 0.7685772180557251]"
2024-11-26T17:32:05.275902,"[1.0452152490615845, 2.4521431922912598, -3.230327606201172]","[-0.21055561304092407, -0.303476482629776, 0.2694929540157318]","[0.16824688017368317, -0.24149706959724426, -0.04469144716858864]","[0.046237137, -0.035828933, 0.0031141564]","[0.7777904272079468, 0.7722889184951782, 0.7769896388053894, 0.7739391922950745]"
2024-11-26T17:32:05.375814,"[1.0247381925582886, 2.4295012950897217, -3.2205581665039062]","[-0.190406933426857, -0.32032445073127747, 0.2565617561340332]","[0.20116156339645386, -0.15871620178222656, -0.14211422204971313]","[0.04838667, -0.040619183, 0.0007184995]","[0.7807877659797668, 0.7719932198524475, 0.7783069610595703, 0.7742739915847778]"
2024-11-26T17:32:05.475793,"[1.0112484693527222, 2.4190075397491455, -3.241401433944702]","[-0.16971828043460846, -0.3251924216747284, 0.2396644651889801]","[0.18663358688354492, -0.13616006076335907, 0.04442618414759636]","[0.033206485, -0.02171123, 0.0020502254]","[0.7714717984199524, 0.7588587999343872, 0.7678021192550659, 0.7627405524253845]"
2024-11-26T17:32:05.575853,"[0.9992365837097168, 2.406369924545288, -3.254265069961548]","[-0.15151916444301605, -0.3272268772125244, 0.2443927824497223]","[0.1754373461008072, -0.08813148736953735, 0.1860140860080719]","[0.013499065, 0.0003931968, 0.003914631]","[0.7645876407623291, 0.7589434385299683, 0.7638176083564758, 0.7605183720588684]"
2024-11-26T17:32:05.675883,"[0.9847933650016785, 2.3823792934417725, -3.2461352348327637]","[-0.1349799633026123, -0.33264896273612976, 0.25979727506637573]","[0.147203728556633, -0.07902507483959198, 0.11371807754039764]","[0.019890308, 0.0027901717, 0.0020509765]","[0.7678713202476501, 0.768470823764801, 0.768513560295105, 0.7682880163192749]"
2024-11-26T17:32:05.775812,"[0.9735701680183411, 2.3629560470581055, -3.252963066101074]","[-0.12025664001703262, -0.3342578709125519, 0.25800621509552]","[0.1561196893453598, -0.08010205626487732, 0.01793934404850006]","[0.03881704, -0.027570387, 0.00018829908]","[0.7703920006752014, 0.7628140449523926, 0.7679708003997803, 0.7649611830711365]"
2024-11-26T17:32:05.875843,"[0.9644718170166016, 2.342442750930786, -3.2632126808166504]","[-0.10386218130588531, -0.3306111991405487, 0.2597064971923828]","[0.1347275823354721, -0.01374400220811367, 0.16089054942131042]","[0.023370694, -0.017982896, 0.0028514122]","[0.7660495638847351, 0.7606778144836426, 0.7677068114280701, 0.7611371278762817]"
2024-11-26T17:32:05.975915,"[0.9543302059173584, 2.31546950340271, -3.2568304538726807]","[-0.0888037458062172, -0.32739272713661194, 0.2720457911491394]","[0.16158533096313477, 0.032167207449674606, 0.13717518746852875]","[0.0209738, -0.004401155, -0.0011433491]","[0.769332230091095, 0.7675670385360718, 0.7694951295852661, 0.767650306224823]"
2024-11-26T17:32:06.075949,"[0.9458574056625366, 2.288349151611328, -3.243114709854126]","[-0.0750083327293396, -0.3213232755661011, 0.27441146969795227]","[0.1310698390007019, 0.08074576407670975, 0.06501106917858124]","[0.029495982, -0.016918337, 0.00018801459]","[0.5027461051940918, 1.0, 0.3321051001548767, 0.6410492658615112]"
2024-11-26T17:32:06.175803,"[0.9421976208686829, 2.271059989929199, -3.242804765701294]","[-0.031652968376874924, -0.2696232199668884, 0.33476880192756653]","[0.7264724373817444, 0.7205536961555481, -0.529923677444458]","[0.6931585, -1.587129, 0.44891867]","[1.0, 0.9083789587020874, 0.6781930327415466, 0.6447943449020386]"
2024-11-26T17:32:06.275861,"[0.9484452605247498, 2.265044689178467, -3.260493040084839]","[0.10352741181850433, -0.111876480281353, 0.1965019255876541]","[1.8446154594421387, 2.1558499336242676, -2.031529664993286]","[0.1597215, -1.0944432, 1.0151159]","[1.0, 0.8756211996078491, 0.9341766238212585, 0.8602786660194397]"
2024-11-26T17:32:06.375831,"[0.9722966551780701, 2.2739830017089844, -3.2760679721832275]","[0.3635548949241638, 0.17707280814647675, -0.14751429855823517]","[2.922051191329956, 3.030838966369629, -3.8621842861175537]","[-0.12229468, -0.21533039, 1.0063299]","[0.9513435363769531, 0.9051809310913086, 1.0, 0.9720885753631592]"
2024-11-26T17:32:06.475851,"[1.0202373266220093, 2.3080761432647705, -3.318568468093872]","[0.6463150382041931, 0.45901352167129517, -0.49974220991134644]","[2.9558587074279785, 2.7856762409210205, -3.4994430541992188]","[-0.12814887, 0.06963064, 0.79860437]","[0.9208614826202393, 0.9237117171287537, 1.0, 0.9961180686950684]"
2024-11-26T17:32:06.575816,"[1.0952867269515991, 2.3699817657470703, -3.4210944175720215]","[0.956074059009552, 0.7392778992652893, -0.8862734436988831]","[2.8923909664154053, 2.5045816898345947, -3.5674374103546143]","[0.0007161878, 0.07445253, 0.5357481]","[0.9320332407951355, 0.9432688355445862, 0.9934086799621582, 1.0]"
2024-11-26T17:32:06.675849,"[1.176110029220581, 2.439262866973877, -3.5483264923095703]","[1.2030621767044067, 0.9588798880577087, -1.2169229984283447]","[2.7121198177337646, 2.430199146270752, -3.553870439529419]","[0.06596396, 0.02891249, 0.36583856]","[0.9515306949615479, 0.9596368074417114, 0.9896788597106934, 1.0]"
2024-11-26T17:32:06.775792,"[1.2860814332962036, 2.5334815979003906, -3.708345651626587]","[1.4450773000717163, 1.1845693588256836, -1.5600613355636597]","[2.5191376209259033, 2.3919031620025635, -3.4956259727478027]","[0.08327436, -0.0070401058, 0.2430671]","[0.9751260280609131, 0.9311513900756836, 1.0, 0.9509972929954529]"
2024-11-26T17:32:06.876068,"[1.437618374824524, 2.6620845794677734, -3.9006645679473877]","[1.6758472919464111, 1.4128310680389404, -1.8773603439331055]","[1.900782823562622, 1.9452186822891235, -2.167198896408081]","[0.12561701, 0.36793342, 0.15997733]","[0.8756617903709412, 0.8410050272941589, 0.8894365429878235, 0.8513734936714172]"
2024-11-26T17:32:06.975849,"[1.5987716913223267, 2.8057093620300293, -4.114311218261719]","[1.807996153831482, 1.5538150072097778, -1.9524205923080444]","[0.9393779635429382, 1.022487998008728, 0.38421177864074707]","[0.13545367, 0.6518568, 0.112040654]","[0.7552582621574402, 0.7784318327903748, 0.7619214653968811, 0.7894402146339417]"
2024-11-26T17:32:07.075842,"[1.7548353672027588, 2.948164701461792, -4.313327789306641]","[1.8612900972366333, 1.617315649986267, -1.8575432300567627]","[0.405232310295105, 0.4558839201927185, 1.4442507028579712]","[0.10136601, 0.5453304, 0.09020322]","[0.7102866172790527, 0.7442036271095276, 0.7158187031745911, 0.7561591863632202]"
2024-11-26T17:32:07.175920,"[1.927630066871643, 3.1076526641845703, -4.5153985023498535]","[1.8744250535964966, 1.6432255506515503, -1.6851625442504883]","[0.08250516653060913, 0.13607004284858704, 1.834701657295227]","[0.06781021, 0.34399623, 0.06756556]","[0.7017509341239929, 0.7227305769920349, 0.7091869711875916, 0.7333342432975769]"
2024-11-26T17:32:07.275874,"[2.0950815677642822, 3.2592689990997314, -4.675038814544678]","[1.8669713735580444, 1.6466172933578491, -1.5061798095703125]","[-0.09618641436100006, -0.03202632814645767, 1.8815028667449951]","[0.06754395, 0.2619704, 0.047591675]","[0.7097508907318115, 0.7172130942344666, 0.7167794704437256, 0.723882257938385]"
2024-11-26T17:32:07.375936,"[2.275521993637085, 3.423269033432007, -4.827695846557617]","[1.843699336051941, 1.6362453699111938, -1.331465482711792]","[-0.2921479046344757, -0.19197633862495422, 1.6644443273544312]","[0.07689059, 0.27767056, 0.031616025]","[0.7159860134124756, 0.720838725566864, 0.7197603583335876, 0.7273608446121216]"
2024-11-26T17:32:07.475892,"[2.4524037837982178, 3.5912768840789795, -4.984716892242432]","[1.808323621749878, 1.6164077520370483, -1.1810224056243896]","[-0.4747124910354614, -0.3630770742893219, 1.6285173892974854]","[0.07768983, 0.3200156, 0.01856626]","[0.7116199731826782, 0.7178271412849426, 0.7113209962844849, 0.7254921793937683]"
2024-11-26T17:32:07.575833,"[2.6386237144470215, 3.76642107963562, -5.124120235443115]","[1.750241756439209, 1.5747401714324951, -1.0163739919662476]","[-0.6758055090904236, -0.5546333193778992, 1.5955049991607666]","[0.061444707, 0.32480893, 0.0055168443]","[0.7133020758628845, 0.7268378138542175, 0.7129533290863037, 0.7303153276443481]"
2024-11-26T17:32:07.675822,"[2.797241449356079, 3.914999485015869, -5.225793838500977]","[1.6818022727966309, 1.5206875801086426, -0.8823474049568176]","[-0.8253572583198547, -0.7110570073127747, 1.3871498107910156]","[0.05212308, 0.28166577, 0.0049843094]","[0.7215803861618042, 0.7365882396697998, 0.7205644845962524, 0.7427046298980713]"
2024-11-26T17:32:07.775899,"[2.9817042350769043, 4.092826843261719, -5.348353385925293]","[1.5953474044799805, 1.4517475366592407, -0.7583166360855103]","[-0.960925817489624, -0.856548547744751, 1.2234139442443848]","[0.040972754, 0.21026736, -0.0008707149]","[0.7289659976959229, 0.7317128777503967, 0.7288268208503723, 0.735183596611023]"
2024-11-26T17:32:07.875867,"[3.1486778259277344, 4.25205659866333, -5.4436492919921875]","[1.5003899335861206, 1.3701751232147217, -0.6419710516929626]","[-1.0345913171768188, -0.9859771132469177, 1.1964449882507324]","[0.033249427, 0.2137297, -0.0032670735]","[0.7274697422981262, 0.7422708868980408, 0.7281394600868225, 0.7443668246269226]"
2024-11-26T17:32:07.975793,"[3.3139069080352783, 4.40820837020874, -5.522881031036377]","[1.3838642835617065, 1.2658305168151855, -0.5292041301727295]","[-1.1672457456588745, -1.110953450202942, 0.9634801149368286]","[0.031651575, 0.16339567, -0.00832752]","[0.7379993796348572, 0.7507025599479675, 0.737309992313385, 0.7545445561408997]"
2024-11-26T17:32:08.075837,"[3.4503884315490723, 4.538820743560791, -5.586999416351318]","[1.2728749513626099, 1.1668390035629272, -0.45051124691963196]","[-1.202580451965332, -1.1241987943649292, 0.7811061143875122]","[0.020465631, 0.10640468, -0.007793672]","[0.7460044026374817, 0.7544822692871094, 0.7446198463439941, 0.7565202116966248]"
2024-11-26T17:32:08.175840,"[3.597019910812378, 4.6804704666137695, -5.665208339691162]","[1.1614195108413696, 1.0659716129302979, -0.3825453221797943]","[-1.234785795211792, -1.1845234632492065, 0.7215023040771484]","[0.0151766315, 0.075202085, -0.009123301]","[0.749928891658783, 0.7481000423431396, 0.7489088177680969, 0.7483394145965576]"
2024-11-26T17:32:08.275887,"[3.727511167526245, 4.804913520812988, -5.728575706481934]","[1.0543705224990845, 0.966403067111969, -0.314522385597229]","[-1.2326529026031494, -1.206514835357666, 0.7763475179672241]","[0.018105587, 0.103431575, -0.008057392]","[0.7458838224411011, 0.7524861693382263, 0.7453473806381226, 0.7532945275306702]"
2024-11-26T17:32:08.375791,"[3.8557584285736084, 4.925529956817627, -5.7665276527404785]","[0.9470064640045166, 0.8589773178100586, 0.1386590451002121]","[-1.0995936393737793, -1.0228850841522217, 6.221219062805176]","[0.26657006, 1.9079897, -0.0648007]","[0.3694339394569397, 0.07510814070701599, 0.7337275147438049, 0.5055534839630127]"
2024-11-26T17:32:08.475851,"[3.9565494060516357, 5.019358158111572, -5.741500377655029]","[0.8260526657104492, 0.7286479473114014, 0.6794520616531372]","[-1.7025550603866577, -1.9754927158355713, 4.999574661254883]","[0.44099584, 2.788705, -0.52868044]","[0.4234570860862732, 0.5784395933151245, 0.6138457655906677, 0.8438894748687744]"
2024-11-26T17:32:08.575798,"[4.054441452026367, 5.10775899887085, -5.680567264556885]","[0.5659881830215454, 0.4433858394622803, 1.0896317958831787]","[-3.4859752655029297, -3.708165168762207, 3.2867367267608643]","[0.055392176, 1.3476255, -0.8147296]","[0.5737651586532593, 0.8329581618309021, 0.6676837801933289, 0.8847697377204895]"
2024-11-26T17:32:08.675926,"[4.111473083496094, 5.154463291168213, -5.604041576385498]","[0.22925743460655212, 0.08784747868776321, 1.3331022262573242]","[-4.279720783233643, -4.412975788116455, 2.435389995574951]","[0.1478094, -0.16238701, -0.8530778]","[0.7510018944740295, 0.8567458391189575, 0.7460823059082031, 0.8302214741706848]"
2024-11-26T17:32:08.775828,"[4.134732723236084, 5.162631988525391, -5.474386215209961]","[-0.25196412205696106, -0.3990815281867981, 1.5295580625534058]","[-4.30757474899292, -4.26230001449585, 1.2387772798538208]","[0.2234558, -1.0308409, -0.7409562]","[0.8583143949508667, 0.8329046368598938, 0.8047382235527039, 0.7796422243118286]"
2024-11-26T17:32:08.875794,"[4.104458332061768, 5.119154930114746, -5.337367057800293]","[-0.6386520266532898, -0.7672778964042664, 1.6022905111312866]","[-3.8105881214141846, -3.5350921154022217, 0.4418455958366394]","[0.18670742, -0.96506125, -0.57823634]","[0.8802604675292969, 0.8129662871360779, 0.8156573176383972, 0.7634934186935425]"
2024-11-26T17:32:08.975733,"[4.067569732666016, 5.074458599090576, -5.215298652648926]","[-0.9493839740753174, -1.0521271228790283, 1.6218278408050537]","[-3.1533432006835938, -2.885319232940674, 0.1293048858642578]","[0.11193608, -0.6791314, -0.42297184]","[0.8609209060668945, 0.8030874133110046, 0.811726987361908, 0.7627590894699097]"
2024-11-26T17:32:09.075897,"[3.9884824752807617, 4.988961696624756, -5.073555946350098]","[-1.2282061576843262, -1.3044078350067139, 1.6260733604431152]","[-2.570013999938965, -2.3403053283691406, 0.09240642189979553]","[0.066394635, -0.4242679, -0.28741765]","[0.8182666301727295, 0.8020937442779541, 0.7877247929573059, 0.770296037197113]"
